INCIDENT_DATE,TIME_OF_DAY,AIRPORT,STATE,OPERATOR,AIRCRAFT,AC_CLASS,AC_MASS,TYPE_ENG,NUM_ENGS,PHASE_OF_FLIGHT,HEIGHT,SPEED,SKY,DAMAGE_LEVEL,PARTS_STRUCK,PARTS_DAMAGED,ENGINE_INGESTION,SPECIES,SIZE,NUM_STRUCK
2022-07-24,,UNKNOWN,,DELTA AIR LINES,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Undetermined,1,1,Yes,Mourning dove,Small,1
1995-05-12,Day,BISMARCK MUNICIPAL ARPT,ND,FRONTIER AIRLINES,B-737-200,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,3000.0,240.0,Some Cloud,Minor,2,2,No,Unknown bird - large,Large,1
1994-09-15,Night,ALBUQUERQUE INTL SUNPORT,NM,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,5000.0,250.0,No Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
1998-12-30,,UNKNOWN,,FEDEX EXPRESS,B-727-200,airplane,"27,001-272,000 kg",turbofan,3.0,Descent,,,,Undetermined,1,1,No,Unknown bird - medium,Medium,2-10
2000-02-26,Day,SARASOTA-BRADENTON INTL ARPT,FL,BUSINESS,SA226 TC,airplane,"2,251-5,700 kg",turboprop,2.0,Climb,1600.0,180.0,No Cloud,Undetermined,1,1,No,Unknown bird - large,Large,1
1998-03-09,Night,DENVER INTL AIRPORT,CO,BUSINESS,SA226 TC,airplane,"2,251-5,700 kg",turboprop,2.0,Descent,,,,Substantial,1,1,No,Unknown bird - medium,Medium,1
2000-10-07,,MEMPHIS INTL,TN,FEDEX EXPRESS,B-727-200,airplane,"27,001-272,000 kg",turbofan,3.0,Climb,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2017-08-27,Day,CHARLESTON AFB/INTL ARPT,SC,AMERICAN AIRLINES,A-321,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,2000.0,,No Cloud,Undetermined,1,1,No,Black vulture,Large,1
2019-10-07,Night,JOHN GLENN COLUMBUS INTL ARPT,OH,BUSINESS,CL-300,airplane,"5,701-27,000 kg",turbofan,2.0,Climb,5000.0,200.0,No Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2002-09-09,Day,DALLAS/FORT WORTH INTL ARPT,TX,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Landing Roll,0.0,,Some Cloud,Minor,4,1,No,Grackles,Small,11-100
2022-08-01,Day,DALLAS/FORT WORTH INTL ARPT,TX,AMERICAN AIRLINES,A-319,airplane,"27,001-272,000 kg",turbofan,2.0,Descent,16000.0,280.0,No Cloud,Undetermined,1,1,No,Unknown bird - large,Large,1
2022-07-29,Day,CHARLES DE GAULLE,FN,AIR FRANCE,B-777-300,airplane,"above 272,000 kg",turbofan,2.0,Climb,,,Some Cloud,Undetermined,1,1,No,Unknown bird,,1
2022-08-02,,UNKNOWN,,SKYWEST AIRLINES,CRJ100/200,airplane,"5,701-27,000 kg",turbofan,2.0,,,,,Undetermined,1,1,No,Gadwall,Medium,1
2021-10-24,Night,PORTLAND INTL (OR),OR,JETBLUE AIRWAYS,A-321,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,500.0,133.0,Overcast,Undetermined,2,2,No,Northern pintail,Medium,2-10
2022-07-31,Day,MCKINNEY NATIONAL ARPT,TX,PRIVATELY OWNED,BE-36,airplane,"2,250 kg or less",reciprocating engine,1.0,Approach,1000.0,120.0,Some Cloud,Undetermined,1,1,No,New World vultures,Large,1
1991-04-20,Day,JOHN WAYNE-ORANGE COUNTY ARPT,CA,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,7000.0,250.0,Overcast,Minor,1,1,No,Unknown bird - medium,Medium,1
2009-10-07,Night,JOHNSON COUNTY EXECUTIVE ARPT,KS,BUSINESS,C-560,airplane,"5,701-27,000 kg",turbofan,2.0,Take-off Run,0.0,105.0,Overcast,Minor,2,2,No,Red fox,Large,1
2015-02-01,Day,FORT LAUDERDALE EXECUTIVE ARPT,FL,BUSINESS,NORTH AMERICAN,airplane,"2,250 kg or less",reciprocating engine,1.0,Climb,200.0,140.0,Some Cloud,Minor,2,1,No,Turkey vulture,Large,1
1995-09-28,Day,LA GUARDIA ARPT,NY,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,400.0,145.0,No Cloud,Minor,1,1,No,Unknown bird - large,Large,1
2000-03-15,Day,WILL ROGERS WORLD ARPT,OK,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,2500.0,180.0,Some Cloud,Substantial,2,2,No,Gulls,Medium,1
1991-09-10,Day,JAMES M COX DAYTON INTL,OH,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,100.0,140.0,No Cloud,Minor,6,1,No,European starling,Small,11-100
2005-11-14,Night,SACRAMENTO INTL,CA,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,3500.0,210.0,No Cloud,Minor,2,2,No,Unknown bird - medium,Medium,1
2022-08-04,Day,AUSTIN-BERGSTROM INTL,TX,SOUTHWEST AIRLINES,B-737-700,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,14200.0,284.0,No Cloud,Undetermined,1,1,No,Unknown bird,,1
2014-05-31,Day,NW ARKANSAS REGIONAL,AR,BUSINESS,CRJ100/200,airplane,"5,701-27,000 kg",turbofan,2.0,Approach,1000.0,,Some Cloud,Substantial,1,1,No,Hawks,Medium,1
2017-09-09,Night,CHARLOTTE/DOUGLAS INTL ARPT,NC,BUSINESS,C-560,airplane,"5,701-27,000 kg",turbofan,2.0,Approach,6000.0,250.0,No Cloud,Undetermined,1,1,No,Unknown bird - small,Small,1
2000-03-09,Night,UNKNOWN,,FEDEX EXPRESS,B-727-200,airplane,"27,001-272,000 kg",turbofan,3.0,En Route,,,Some Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
2002-09-28,Day,ALBUQUERQUE INTL SUNPORT,NM,BUSINESS,C-550,airplane,"5,701-27,000 kg",turbofan,2.0,Approach,300.0,118.0,Some Cloud,Minor,2,1,No,Unknown bird - medium,Medium,1
2016-04-14,Day,CORPUS CHRISTI INTL ARPT,TX,EXPRESSJET AIRLINES,EMB-145,airplane,"5,701-27,000 kg",turbofan,2.0,Landing Roll,0.0,,No Cloud,Undetermined,1,1,No,House sparrow,Small,1
2022-07-28,Night,SALT LAKE CITY INTL,UT,DELTA AIR LINES,B-737-800,airplane,"27,001-272,000 kg",turbofan,2.0,Descent,10000.0,250.0,Some Cloud,Undetermined,1,1,No,Black-crowned night heron,Medium,2-10
2022-07-12,Day,SAVANNAH/HILTON HEAD INTL ARPT,GA,JETBLUE AIRWAYS,EMB-190,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,2000.0,,Some Cloud,Undetermined,2,1,No,Anhinga,Medium,1
2022-07-15,,UNKNOWN,,AMERICAN AIRLINES,A-321,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Undetermined,1,1,Yes,Mourning dove,Small,1
2022-07-21,,UNKNOWN,,ALASKA AIRLINES,B-737-800,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Undetermined,1,1,Yes,American crow,Medium,1
1990-10-25,Day,RONALD REAGAN WASHINGTON NATIONAL ARPT,DC,1US AIRWAYS,B-737-200,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,50.0,120.0,Some Cloud,Minor,1,1,No,Unknown bird - large,Large,1
2013-04-29,Day,WILLIAM P HOBBY ARPT,TX,BUSINESS,GULFSTREAM G280,airplane,"5,701-27,000 kg",turbofan,2.0,Approach,1700.0,160.0,Some Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
2000-11-03,Night,THE EASTERN IOWA ARPT,IA,FEDEX EXPRESS,B-727-200,airplane,"27,001-272,000 kg",turbofan,3.0,Approach,2100.0,,No Cloud,Minor,2,1,No,Unknown bird - small,Small,1
1992-01-23,Day,NORFOLK INTL,VA,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,3000.0,210.0,Some Cloud,Minor,1,1,No,Gulls,Medium,1
2002-06-27,,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,NORTHWEST AIRLINES,B-727-200,airplane,"27,001-272,000 kg",turbofan,3.0,Climb,,,,Substantial,1,1,No,American crow,Medium,1
1994-07-24,,UNKNOWN,,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,,,,Some Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
2021-02-19,,UNKNOWN,,EXECUTIVE JET MGMNT,GULFSTREAM G650,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Undetermined,1,1,No,Unknown bird,,1
2013-07-24,Day,FREDERICK MUNICIPAL ARPT,MD,DB AVIATION (NORTHSHORE),HAWKER 900,airplane,"5,701-27,000 kg",turbofan,2.0,Take-off Run,0.0,130.0,No Cloud,Substantial,1,1,No,Unknown bird - small,Small,1
2022-06-10,Day,CHARLOTTE/DOUGLAS INTL ARPT,NC,PSA AIRLINES,CRJ900,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,140.0,No Cloud,Undetermined,1,1,No,Unknown bird - small,Small,1
2019-06-11,Day,FORT WORTH MEACHAM INTL ARPT,TX,BUSINESS,C-650,airplane,"5,701-27,000 kg",turbofan,2.0,Climb,30.0,,Some Cloud,Undetermined,7,2,No,European starling,Small,11-100
2014-11-13,Night,WILL ROGERS WORLD ARPT,OK,CENTRAL AIR SOUTHWEST,AERO COMMANDER 500,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Approach,,,,Substantial,2,2,No,Unknown bird,,1
1999-09-27,,UNKNOWN,,UNITED AIRLINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Substantial,1,1,No,Unknown bird - medium,Medium,1
1994-06-22,,JOHN WAYNE-ORANGE COUNTY ARPT,CA,AMERICA WEST AIRLINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,,,,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2022-07-27,Night,PHOENIX SKY HARBOR INTL ARPT,AZ,SOUTHWEST AIRLINES,B-737-800,airplane,"27,001-272,000 kg",turbofan,2.0,Departure,,,,Undetermined,1,1,No,Brazilian free-tailed bat,Small,1
1999-11-08,Day,SPARTANBURG DOWNTOWN MEMORIAL ARPT,SC,BUSINESS,CL-600,airplane,"5,701-27,000 kg",turbofan,2.0,Climb,900.0,180.0,No Cloud,Substantial,4,3,No,Unknown bird - large,Large,1
2005-10-15,,UNKNOWN,,AMERICA WEST AIRLINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Substantial,1,1,No,American barn owl,Medium,1
2017-08-14,Day,RICHARD LLOYD JONES JR ARPT,OK,EXECUTIVE AIRSHARE,EMB-505 PHENOM 300 ,airplane,"5,701-27,000 kg",turbofan,2.0,Approach,20.0,105.0,No Cloud,Minor,1,1,No,Unknown bird - small,Small,1
2011-06-05,Day,UNKNOWN,,WARBELOWS AIR VENTURES,PA-31-350,airplane,"2,251-5,700 kg",reciprocating engine,2.0,En Route,300.0,160.0,Some Cloud,Substantial,1,1,No,Pacific loon,Large,1
1998-09-01,Day,CHICAGO O'HARE INTL ARPT,IL,UNITED AIRLINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,300.0,,,Minor,2,1,No,Mourning dove,Small,11-100
2001-09-22,,UNKNOWN,,NORTHWEST AIRLINES,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Substantial,1,1,No,Unknown bird - medium,Medium,1
2017-08-31,Night,ROANOKE REGNL ARPT/WOODRUM FIELD,VA,DELTA AIR LINES,A-319,airplane,"27,001-272,000 kg",turbofan,2.0,Landing Roll,0.0,,,Minor,1,1,No,Mourning dove,Small,1
2007-12-20,Night,BOEING FIELD/KING COUNTY INTL ARPT,WA,BUSINESS,LEARJET-35,airplane,"5,701-27,000 kg",turbofan,2.0,Approach,1500.0,150.0,No Cloud,Minor,2,2,No,Unknown bird - large,Large,2-10
2018-09-09,Night,LAMBERT-ST LOUIS INTL,MO,DELTA AIR LINES,A-319,airplane,"27,001-272,000 kg",turbofan,2.0,Descent,,,,Undetermined,1,1,No,Swainson's thrush,Small,1
2017-04-07,,UNKNOWN,,ULTIMATE JET CHARTERS,DORNIER 328J,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Undetermined,2,1,No,Herring gull,Medium,2-10
2022-08-30,Day,UNKNOWN,,GOVERNMENT,DRONE,,,,,Local,100.0,,,Minor,1,1,No,Unknown bird - small,Small,1
2018-11-29,Day,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,DELTA AIR LINES,A-319,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,400.0,135.0,Overcast,Undetermined,1,1,No,American robin,Small,1
1997-10-01,,UNKNOWN,,EXECUTIVE JET AVIATION,C-560,airplane,"5,701-27,000 kg",turbofan,2.0,,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
1999-10-19,Night,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,BUSINESS,LEARJET-35,airplane,"5,701-27,000 kg",turbofan,2.0,Climb,2000.0,200.0,No Cloud,Substantial,1,1,No,Unknown bird - small,Small,1
2019-06-11,,ST. PETE-CLEARWATER INTL ARPT,FL,BUSINESS,EMB-505 PHENOM 300 ,airplane,"5,701-27,000 kg",turbofan,2.0,Approach,50.0,100.0,Some Cloud,Minor,2,1,No,Osprey,Large,1
1997-05-03,Day,WASHINGTON DULLES INTL ARPT,DC,ATLANTIC COAST AIRLINES,BA-31 JETSTR,airplane,"2,251-5,700 kg",turboprop,2.0,Landing Roll,0.0,90.0,Overcast,Minor,1,1,No,Canada goose,Large,2-10
1999-11-21,,SAN FRANCISCO INTL ARPT,CA,UNITED AIRLINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Taxi,0.0,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2016-05-12,,MORGANTOWN MUNICIPAL ARPT-WALTER L. BILL HART FIELD,WV,BUSINESS,EMB-505 PHENOM 300 ,airplane,"5,701-27,000 kg",turbofan,2.0,Landing Roll,0.0,,,Undetermined,2,1,No,Unknown bird,,1
2016-10-07,Night,UNKNOWN,,"PHI AVIATION, LLC",EC135,helicopter,"2,251-5,700 kg",turboshaft,2.0,En Route,4300.0,120.0,No Cloud,Undetermined,1,1,No,Hermit thrush,Small,1
2021-02-13,Day,LOS ANGELES INTL,CA,DELTA AIR LINES,B-737-800,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,,,Overcast,Minor,1,1,No,Western gull,Medium,1
2022-08-03,Night,O. R. TAMBO INTL APRT,FN,DELTA AIR LINES,A-350,airplane,"above 272,000 kg",turbofan,2.0,Local,,,,Substantial,1,1,Yes,Spotted thick-knee,Small,1
2022-01-23,Night,GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,TX,SKYWEST AIRLINES,EMB-170,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,,,Some Cloud,Undetermined,2,1,Yes,Ring-necked duck,Medium,2-10
2002-02-04,Night,JOHN WAYNE-ORANGE COUNTY ARPT,CA,AMERICA WEST AIRLINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,50.0,115.0,No Cloud,Undetermined,1,1,No,Killdeer,Small,1
2019-01-13,Night,JUNEAU INTL ARPT,AK,BUSINESS,PA-31-350,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Approach,900.0,,,Substantial,1,1,No,Bufflehead,Medium,1
2016-09-02,Night,UNKNOWN,,BUSINESS,EC135,helicopter,"2,251-5,700 kg",turboshaft,2.0,En Route,2000.0,125.0,Some Cloud,Substantial,1,1,No,Veery,Small,1
2019-05-28,Night,FALWELL ARPT,VA,"PHI AVIATION, LLC",EC135,helicopter,"2,251-5,700 kg",turboshaft,2.0,Climb,800.0,65.0,No Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2020-09-11,,SALT LAKE CITY INTL,UT,DELTA AIR LINES,B-737-800,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,4800.0,230.0,,Undetermined,1,1,No,Unknown bird,,1
2013-04-09,Day,INDUCTOTHERM ARPT,NJ,BUSINESS,C-510 MUSTANG,airplane,"2,251-5,700 kg",turbofan,2.0,Landing Roll,0.0,93.0,No Cloud,Minor,1,1,No,Turkey vulture,Large,1
2018-05-25,Day,MANSFIELD LAHM MUNICIPAL,OH,BUSINESS,PA-31T CHEYENNE,airplane,"2,251-5,700 kg",turboprop,2.0,Climb,500.0,,,Undetermined,2,1,No,Unknown bird,,1
2016-11-14,Dawn,LAWRENCE SMITH MEMORIAL ARPT,MO,BUSINESS,C-560,airplane,"5,701-27,000 kg",turbofan,2.0,Approach,,75.0,No Cloud,Substantial,2,2,No,White-tailed deer,Large,1
2002-04-03,Night,JOHN GLENN COLUMBUS INTL ARPT,OH,ATLANTIC COAST AIRLINES,DORNIER 328J,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,800.0,,Some Cloud,Substantial,1,1,No,Unknown bird - small,Small,1
2001-11-04,Night,UNKNOWN,,ATLANTIC COAST AIRLINES,DORNIER 328J,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2018-09-25,Night,SACRAMENTO MATHER ARPT,CA,UPS AIRLINES,B-757-200,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,300.0,128.0,,Undetermined,1,1,No,Unknown bird - small,Small,1
2012-07-16,Day,SALT LAKE CITY INTL,UT,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,2000.0,180.0,Some Cloud,Substantial,1,1,No,American white pelican,Large,1
2022-08-07,Day,SPRINGFIELD-BECKLEY MUNICIPAL ARPT,OH,PRIVATELY OWNED,BE-35,airplane,"2,250 kg or less",reciprocating engine,1.0,Approach,10.0,80.0,No Cloud,Minor,1,1,No,Red-tailed hawk,Medium,1
2004-08-03,Night,FULTON COUNTY ARPT - BROWN FIELD,GA,BUSINESS,C-560,airplane,"5,701-27,000 kg",turbofan,2.0,Landing Roll,0.0,90.0,No Cloud,Minor,2,1,No,White-tailed deer,Large,1
2017-10-04,Day,CINCINNATI MUNI ARPT-LUNKEN FIELD,OH,ULTIMATE JET CHARTERS,DORNIER 328J,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,1500.0,,Some Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2018-12-04,Dusk,CINCINNATI MUNI ARPT-LUNKEN FIELD,OH,ULTIMATE JET CHARTERS,DORNIER 328J,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,400.0,,Some Cloud,Undetermined,4,1,No,Canada goose,Large,1
2000-03-08,Night,SAN FRANCISCO INTL ARPT,CA,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,300.0,135.0,No Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
2018-05-22,Dusk,TED STEVENS ANCHORAGE INTL,AK,ATLAS AIR,B-747-400,airplane,"above 272,000 kg",turbofan,4.0,Approach,2000.0,190.0,No Cloud,Undetermined,3,3,No,White-winged scoter,Large,2-10
2009-03-05,,UNKNOWN,,ALLEGIANT AIR,MD-83,airplane,"27,001-272,000 kg",turbofan,2.0,,,,No Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
1993-12-22,Night,RONALD REAGAN WASHINGTON NATIONAL ARPT,DC,DELTA AIR LINES,B-727-200,airplane,"27,001-272,000 kg",turbofan,3.0,Approach,500.0,140.0,Overcast,Substantial,2,1,No,Unknown bird - large,Large,2-10
1993-01-14,Night,LA GUARDIA ARPT,NY,DELTA AIR LINES,B-727-200,airplane,"27,001-272,000 kg",turbofan,3.0,Approach,1500.0,160.0,Some Cloud,Minor,1,1,No,Gulls,Medium,1
2002-03-22,Day,PORTLAND INTL JETPORT (ME),ME,ATLANTIC COAST AIRLINES,DORNIER 328J,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,,No Cloud,Minor,1,1,No,Unknown bird - small,Small,1
2001-07-25,Day,DALLAS/FORT WORTH INTL ARPT,TX,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Landing Roll,0.0,,Some Cloud,Minor,4,1,No,Rock pigeon,Small,More than 100
1991-11-16,Night,RHODE ISLAND TF GREEN INTERNATIONAL AIRPORT,RI,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,2000.0,160.0,No Cloud,Minor,2,1,No,Unknown bird - large,Large,2-10
1991-11-18,Night,PUEBLO MEMORIAL ARPT,CO,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,2000.0,180.0,No Cloud,Minor,2,1,No,Unknown bird - medium,Medium,2-10
2016-10-04,,UNKNOWN,,REPUBLIC AIRLINES,EMB-170,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Undetermined,1,1,No,Black-and-white warbler,Small,1
2004-06-14,Day,GULFPORT-BILOXI INTL APRT,MS,BUSINESS,LEARJET-45,airplane,"5,701-27,000 kg",turbofan,2.0,Take-off Run,0.0,120.0,Overcast,Undetermined,1,1,No,Gulls,Medium,1
2015-11-02,Day,PRESTON ARPT,ID,GOVERNMENT,DIAMOND DA40 STAR,airplane,"2,250 kg or less",turboprop,1.0,Approach,15.0,72.0,Some Cloud,Undetermined,2,1,No,Unknown bird - small,Small,1
1990-07-07,Day,ERIE INTL ARPT-TOM RIDGE FIELD,PA,MESABA AIRLINES,SA227 AC METRO III,airplane,"2,251-5,700 kg",turboprop,2.0,Approach,500.0,140.0,No Cloud,Minor,1,1,No,Blackbirds,Small,2-10
2003-01-15,Day,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,SOUTHWEST AIRLINES,B-737-700,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,400.0,150.0,No Cloud,Substantial,1,1,No,Rock pigeon,Small,2-10
2000-08-17,Day,HELENA REGIONAL,MT,BIGSKY AIRLINES,SA227 AC METRO III,airplane,"2,251-5,700 kg",turboprop,2.0,Landing Roll,0.0,,,Minor,2,1,No,Gulls,Medium,1
2016-11-03,,JOHN F KENNEDY INTL,NY,REPUBLIC AIRLINES,EMB-170,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,3000.0,,,Undetermined,3,1,No,Unknown bird,,1
2018-04-28,Day,WICHITA DWIGHT D EISENHOWER NATL ARPT,KS,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Landing Roll,0.0,120.0,Some Cloud,Minor,1,1,No,Unknown bird - small,Small,1
2006-11-02,Night,JOE FOSS FIELD ARPT,SD,BUSINESS AVIATION COURIER,SA227 AC METRO III,airplane,"2,251-5,700 kg",turboprop,2.0,Approach,2200.0,140.0,No Cloud,Undetermined,3,1,No,Snow goose,Large,1
1995-01-02,Night,SACRAMENTO INTL,CA,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,1500.0,140.0,No Cloud,Substantial,1,1,No,Mallard,Medium,2-10
2003-09-28,Day,DALLAS/FORT WORTH INTL ARPT,TX,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,1400.0,210.0,No Cloud,Substantial,1,1,No,Unknown bird - large,Large,1
2001-09-21,Dusk,DALLAS/FORT WORTH INTL ARPT,TX,AMERICAN AIRLINES,MD-83,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,400.0,133.0,No Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
1990-10-11,Night,HURON REGIONAL ARPT,SD,MESABA AIRLINES,SA227 AC METRO III,airplane,"2,251-5,700 kg",turboprop,2.0,Climb,1200.0,180.0,Some Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
2001-10-26,Day,DALLAS/FORT WORTH INTL ARPT,TX,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Landing Roll,0.0,120.0,No Cloud,Minor,3,1,No,Rock pigeon,Small,11-100
2020-11-18,Night,UNKNOWN,,BUSINESS,EC135,helicopter,"2,251-5,700 kg",turboshaft,2.0,En Route,3000.0,,,Substantial,2,2,No,Unknown bird - large,Large,1
2009-08-01,,UNKNOWN,,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,,,Undetermined,1,1,No,Unknown bird,,1
2006-12-11,Dusk,DALLAS/FORT WORTH INTL ARPT,TX,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,,,,No Cloud,Undetermined,3,1,No,Mourning dove,Small,2-10
2016-07-25,Day,UNKNOWN,,BUSINESS,MD-500,helicopter,"2,250 kg or less",turboshaft,1.0,En Route,1000.0,100.0,No Cloud,Undetermined,1,1,No,White-tailed tropicbird,Small,1
2002-05-14,,MONTREAL/PIERRE-ELLIOTT-TRUDEAU INTL,QC,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,,,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2002-04-14,Night,DALLAS/FORT WORTH INTL ARPT,TX,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,3000.0,240.0,Some Cloud,Minor,2,1,No,Unknown bird - medium,Medium,1
2002-02-20,,UNKNOWN,,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,En Route,,,,Undetermined,1,1,No,Unknown bird - medium,Medium,1
1997-03-11,Day,SACRAMENTO INTL,CA,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,130.0,No Cloud,Minor,2,1,No,Unknown bird - small,Small,1
2004-08-12,Day,BISHOP INTL ARPT,MI,FEDEX EXPRESS,B-727-200,airplane,"27,001-272,000 kg",turbofan,3.0,Landing Roll,0.0,100.0,Some Cloud,Substantial,3,1,No,Gulls,Medium,2-10
2017-06-27,Day,UNKNOWN,,BUSINESS,BELL-407,helicopter,"2,251-5,700 kg",turboshaft,1.0,En Route,650.0,75.0,Some Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2015-11-19,Night,INDIANAPOLIS INTL ARPT,IN,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,,,Some Cloud,Undetermined,1,1,No,American coot,Medium,1
2002-05-22,,UNKNOWN,,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2000-07-12,Day,MIAMI INTL,FL,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,2800.0,250.0,Some Cloud,Substantial,2,1,No,Black vulture,Large,2-10
2000-02-11,Day,DALLAS/FORT WORTH INTL ARPT,TX,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,800.0,150.0,No Cloud,Undetermined,1,1,No,Unknown bird - large,Large,1
1994-06-21,Day,LA GUARDIA ARPT,NY,DELTA AIR LINES,B-727-200,airplane,"27,001-272,000 kg",turbofan,3.0,Climb,50.0,140.0,No Cloud,Minor,1,1,No,Gulls,Medium,1
